,tNorm,xNorm,yNorm,zNorm
0,0.0033333333333333,-0.9255787986670698,0.3818563972465727,-0.6773920138096435
1,0.004079382579933815,-0.9215215207245357,0.33549345946476666,-0.67016895821745
2,0.004825431826534329,-0.9137926880794336,0.2891305216829608,-0.6629459026252567
3,0.005571481073134843,-0.9037800027723661,0.24276758390115477,-0.6557228470330632
4,0.006317530319735358,-0.9020607449098366,0.19640464611934882,-0.6484997914408697
5,0.007063579566335873,-0.9003414870473069,0.15004170833754282,-0.6412767358486762
6,0.0078096288129363865,-0.8986222291847773,0.10367877055573688,-0.6340536802564828
7,0.0085556780595369,-0.8969029713222476,0.057315832773930986,-0.6268306246642893
8,0.009301727306137417,-0.895183713459718,0.010952894992124873,-0.6196075690720958
9,0.01004777655273793,-0.8934644555971883,-0.03541004278968099,-0.6123845134799024
10,0.010793825799338446,-0.8917451977346588,-0.08177298057148707,-0.6051614578877089
11,0.011539875045938959,-0.8900259398721291,-0.12813591835329294,-0.5979384022955154
12,0.012285924292539472,-0.8883066820095995,-0.17449885613509883,-0.5907153467033219
13,0.013031973539139988,-0.8835785897624475,-0.2208617939169049,-0.5834922911111285
14,0.013778022785740501,-0.8757145292834361,-0.2446388741112731,-0.6025296923958698
15,0.014524072032341018,-0.8678504688044246,-0.19451892568039136,-0.6779730744497731
16,0.01527012127894153,-0.8599864083254132,-0.1390403221440364,-0.742263663421568
17,0.016016170525542047,-0.8587722209215336,-0.04567448362229998,-0.7905009407922644
18,0.01676221977214256,-0.858173629948721,0.04617356907965519,-0.812128788405732
19,0.017508269018743076,-0.8575750389759086,0.10057134343187257,-0.813981205984367
20,0.01825431826534359,-0.8569764480030961,0.15020756526866885,-0.813787565451958
21,0.019000367511944102,-0.8563778570302836,0.1906372014614848,-0.8096378183406798
22,0.01974641675854462,-0.8557792660574711,0.21984958576025715,-0.8039238425479428
23,0.02049246600514513,-0.8551806750846587,0.24002030616578762,-0.7969490205048484
24,0.021238515251745645,-0.8545820841118461,0.2601910265713181,-0.789974198461754
25,0.02198456449834616,-0.8539834931390337,0.34642802210443835,-0.7503574452004417
26,0.022730613744946674,-0.8533849021662212,0.38605541710257857,-0.7219083099255315
27,0.02347666299154719,-0.8527863111934086,0.418169903569518,-0.6979641574564831
28,0.024222712238147703,-0.8521877202205962,0.4236870483466085,-0.6915496707989797
29,0.02496876148474822,-0.8515891292477837,0.42920419312369895,-0.6851351841414762
30,0.025714810731348733,-0.8509905382749712,0.43472133790078943,-0.6787206974839728
31,0.02646085997794925,-0.8503919473021587,0.4402384826778799,-0.6723062108264694
32,0.027206909224549762,-0.8497933563293463,0.4457556274549704,-0.6658917241689659
33,0.027952958471150275,-0.8491947653565337,0.4512727722320608,-0.6594772375114626
34,0.02869900771775079,-0.8485961743837213,0.45678991700915134,-0.653062750853959
35,0.029445056964351304,-0.8479975834109088,0.46230706178624176,-0.6466482641964557
36,0.03019110621095182,-0.8473989924380962,0.46782420656333223,-0.6402337775389523
37,0.030937155457552334,-0.8468004014652838,0.47189999514738906,-0.6357335327924614
38,0.031683204704152854,-0.8462018104924713,0.461368399431022,-0.6305952694912259
39,0.03242925395075336,-0.8456032195196588,0.40196915534904726,-0.656917460542672
40,0.03317530319735388,-0.8450046285468463,0.28224663816426243,-0.7180898885228191
41,0.033921352443954396,-0.8444060375740339,0.1975305141398269,-0.7642729646556778
42,0.034667401690554905,-0.8438074466012213,0.18820161367354651,-0.7712826398942795
43,0.03541345093715542,-0.8432088556284089,0.18614006113824647,-0.7742732674946801
44,0.03615950018375594,-0.8426102646555964,0.18407850860294642,-0.7772638950950806
45,0.03690554943035645,-0.8420116736827838,0.18201695606764637,-0.7802545226954812
46,0.037651598676956964,-0.8414130827099714,0.17995540353234632,-0.7832451502958819
47,0.03839764792355748,-0.8408144917371588,0.17789385099704627,-0.7862357778962825
48,0.03914369717015799,-0.8402159007643464,0.16930647746510896,-0.7897703333816367
49,0.039889746416758506,-0.8396173097915339,0.15703890287805786,-0.7936116340224502
50,0.04063579566335902,-0.8390187188187214,0.14477132829100672,-0.7974529346632636
51,0.04138184490995954,-0.8384201278459089,0.1325037537039556,-0.8012942353040771
52,0.04212789415656005,-0.8378215368730965,0.12137867885948987,-0.804420491354051
53,0.042873943403160565,-0.8372229459002839,0.11577568610418307,-0.804090698548303
54,0.04361999264976108,-0.8366243549274714,0.11017269334887626,-0.803760905742555
55,0.0443660418963616,-0.836025763954659,0.10456970059356946,-0.803431112936807
