,tNorm,xNorm,yNorm,zNorm
0,0.0033333333333333,-0.9506381816776601,0.45114304857520166,-0.7890305134501215
1,0.004001706120708007,-0.9499957214769169,0.4499033566666271,-0.7890234442254875
2,0.0046700789080827134,-0.9470849734797435,0.4486636647580526,-0.7890163750008535
3,0.00533845169545742,-0.9446841052561773,0.44742397284947805,-0.7890093057762195
4,0.006006824482832128,-0.9378616066037784,0.4461842809409035,-0.7890022365515855
5,0.006675197270206833,-0.9329087856915118,0.444944589032329,-0.7889951673269515
6,0.007343570057581541,-0.9333025431329781,0.4433442542290591,-0.7889613539167672
7,0.008011942844956248,-0.9373960850290164,0.4187680180367044,-0.7871207980031273
8,0.008680315632330954,-0.9386637364260547,0.40575799246830135,-0.7804810772119968
9,0.00934868841970566,-0.9383947583703388,0.3926082703462337,-0.7739417675727056
10,0.010017061207080367,-0.9374426693542508,0.373517564233594,-0.7716727210852495
11,0.010685433994455075,-0.9337603404849886,0.3544268581209543,-0.7694036745977934
12,0.011353806781829782,-0.9282489362659446,0.3339148741538526,-0.766561696474125
13,0.012022179569204487,-0.9239584781530175,0.27119770142667726,-0.7460644699099196
14,0.012690552356579194,-0.9204985060881228,0.289251394353727,-0.7394251415207314
15,0.013358925143953902,-0.9198958000987156,0.30692295705515876,-0.7326503703939617
16,0.014027297931328609,-0.9189720610714948,0.3149966822564869,-0.7224737291749364
17,0.014695670718703317,-0.9158886140313549,0.32307040745781507,-0.7122970879559111
18,0.01536404350607802,-0.9076125753640194,0.3313128332768645,-0.7024026008656349
19,0.016032416293452728,-0.9002243947473739,0.34305813997776613,-0.6983667307542443
20,0.016700789080827436,-0.8922298551580573,0.3548034466786678,-0.6943308606428537
21,0.017369161868202143,-0.8947660878521191,0.36654875337956944,-0.690294990531463
22,0.018037534655576847,-0.8992087640308215,0.37829406008047106,-0.6862591204200725
23,0.018705907442951555,-0.9030907879749503,0.3900393667813727,-0.6822232503086819
24,0.019374280230326262,-0.9009771669810844,0.40178467348227437,-0.6781873801972914
25,0.02004265301770097,-0.8993713666144918,0.413529980183176,-0.6741515100859008
26,0.020711025805075674,-0.896449792582504,0.4252752868840776,-0.6701156399745102
