,Time [s],aYMPS2 [m/s^2],Polynomial [m/s^2],Kalman1 [m/s^2],Kalman2 [m/s^2]
69,0.074,1.5102847353489186,-119.30679000152867,2.399917371464766,-3.6538785947824586
70,0.0746666666666666,1.7157776343268598,-119.0247569578425,2.267516847532329,-3.1174602351229863
71,0.0753333333333333,2.9339009816063495,-118.73978320971369,2.3112569613188008,-2.6245410162885623
72,0.076,1.3683817011712764,-118.45189775615734,2.3510310763851976,-2.1816477754351933
73,0.0766666666666666,3.7683585786642944,-118.16112948617237,2.5469646212207406,-1.770704799871282
74,0.0773333333333333,1.6740925712595163,-117.8675071789093,2.5799844139773622,-1.409613394714191
75,0.078,4.445542115334808,-117.57105950383804,2.68628958183324,-1.0762753432508632
76,0.0786666666666666,1.3674291563591174,-117.27181502091557,2.5322470500566845,-0.7926336489148063
77,0.0793333333333333,2.797554636061934,-116.96980218075379,2.5190704776080186,-0.528432519826215
78,0.08,1.4253858385840177,-116.66504932478722,2.4947544861427464,-0.29416527514061697
79,0.0806666666666666,3.401998780330579,-116.35758468544084,2.614257598978176,-0.07537399047854065
80,0.0813333333333333,2.9133223201246956,-116.04743638629773,2.605105211183364,0.11212093924625366
81,0.082,2.720954056889447,-115.73463244226694,2.5072602260948296,0.2744050565431422
82,0.0826666666666666,1.702651012894058,-115.4192007597512,2.3530071785167888,0.41467023283691384
83,0.0833333333333333,2.4084665948611392,-115.10116913681469,2.272952658159982,0.5433435821101713
84,0.0839999999999999,3.1132083403992388,-114.78056526335081,2.167675628298754,0.6552308242686702
85,0.0846666666666666,2.064306505290171,-114.4574167212499,1.94889157857002,0.7449962687819938
86,0.0853333333333333,-0.567464634625681,-114.13175098456708,1.786882925898711,0.8228879211667437
87,0.086,2.4047153707734203,-113.80359541968996,2.027438050068194,0.9132927465536254
88,0.0866666666666666,3.0378435074865067,-113.47297728550637,2.2607718379619794,0.9902747683225289
89,0.0873333333333333,2.613502361232864,-113.13992373357223,2.348009961775133,1.0488286714389567
90,0.088,2.2212904230362223,-112.80446180827914,2.3191226225437824,1.0933005113472394
91,0.0886666666666666,2.731671734350341,-112.46661844702236,2.2158037941396787,1.1276204420503213
92,0.0893333333333333,2.239057267146856,-112.12642048036835,1.972261756615465,1.147503911122703
93,0.09,1.6764308071995608,-111.78389463222268,1.6605688409846002,1.1575633999908672
94,0.0906666666666666,0.5352514393376518,-111.43906751999778,1.3796630407773987,1.1629530821941532
95,0.0913333333333333,0.3348586283294845,-111.09196565478058,1.2910025484794982,1.1739920791831477
96,0.092,1.3962773169262086,-110.74261544150045,1.3967502715381181,1.1925832772298253
97,0.0926666666666666,3.400713222238117,-110.39104317909681,1.496714396960638,1.2093412289192353
98,0.0933333333333333,0.8292594399451677,-110.037275060687,1.2957757348581183,1.2063768326687754
99,0.094,0.716754284016268,-109.68133717373391,1.1167136678773504,1.206806492952828
100,0.0946666666666666,1.7111001622334392,-109.32325550021392,0.991948746049601,1.2116466231173095
101,0.0953333333333333,0.3762407691053553,-108.96305591678451,0.8086501921207223,1.211991671429746
102,0.096,0.48007920633594003,-108.60076419495209,0.7529695343793636,1.219858477863102
103,0.0966666666666666,-0.6349541615055128,-108.23640600123974,0.8367093653955224,1.2343832977402025
104,0.0973333333333333,1.9234967392483624,-107.87000689735501,1.1802124743178097,1.2657321547505143
105,0.0979999999999999,2.1315016737118517,-107.50159234035762,1.4152831985358114,1.2911611305003454
106,0.0986666666666666,2.1917653557447494,-107.13118768282723,1.47225566009078,1.3090270413612732
107,0.0993333333333333,1.6933666400374752,-106.7588181730313,1.3500501275183279,1.3189483073927497
108,0.0999999999999999,0.4713790917431395,-106.38450895509268,1.1574862792807397,1.3254998084304235
109,0.1006666666666666,0.5956447293911487,-106.00828506915755,1.1030384967844067,1.339738395918283
110,0.1013333333333333,0.24425432393871022,-105.63017145156303,1.2057567306618517,1.3606738264048865
111,0.102,2.5516839600647234,-105.25019293500507,1.4972337607536945,1.3916570324136857
112,0.1026666666666666,1.667373200606947,-104.86837424870609,1.6659060016918337,1.4121999960736256
113,0.1033333333333333,1.1742810253349103,-104.48474001858287,1.8125484486822807,1.4304464008927655
114,0.104,2.6089064342380155,-104.09931476741414,1.9967579790092151,1.4509982940919262
115,0.1046666666666666,2.8315273845782305,-103.71212291500858,2.025289677538213,1.4611290140297721
116,0.1053333333333333,1.7286435703709755,-103.32318877837231,1.8717461373342266,1.4589261486326819
117,0.106,1.3823991594343215,-102.93253657187688,1.7046966747476597,1.454295826439947
118,0.1066666666666666,1.0754491059394473,-102.5401904074269,1.6013858168672717,1.450312574250263
119,0.1073333333333333,1.6759678728023126,-102.14617429462785,1.6092727639769278,1.449703093275376
120,0.108,1.3625193843340575,-101.75051214095382,1.6435959437309413,1.4470572292847468
121,0.1086666666666666,2.0353858449140185,-101.35322775191528,1.720303643463712,1.4451722058986736
122,0.1093333333333333,1.9632539834740783,-100.95434483122688,1.7328434516630056,1.4379752597614623
123,0.11,2.41788379275817,-100.5538869809751,1.6742542200102604,1.4260508051108376
124,0.1106666666666666,0.42493032579177625,-100.15187770178616,1.5008267823104149,1.405199853571387
125,0.1113333333333333,1.5746304260172581,-99.74834039299367,1.4764894366635388,1.3931713277819526
126,0.112,1.7847544128685813,-99.34329835280646,1.458224488003945,1.3795096701084006
127,0.1126666666666666,1.2785155325063289,-98.93677477847625,1.4073931912374633,1.3622008097500071
128,0.1133333333333333,1.6013687362729263,-98.52879276646553,1.3863894456670562,1.3456451168868067
129,0.1139999999999999,0.41854894704308476,-98.11937531261522,1.3647929314292946,1.3267879114491312
130,0.1146666666666666,1.1864904972548216,-97.70854531231252,1.4841892801542462,1.31610485669111
131,0.1153333333333333,3.557870392820215,-97.2963255606586,1.6105628773854694,1.3065883311680155
132,0.1159999999999999,1.1795482545647566,-96.88273875263636,1.4204821206918417,1.2768102670900512
133,0.1166666666666666,0.7301173449427993,-96.46780748327825,1.2285709271753165,1.2479075611248145
134,0.1173333333333333,-0.1337307944786156,-96.05155424783398,1.1322876607794987,1.223664967105216
135,0.118,2.8979575287373196,-95.63400144193834,1.2302498429167577,1.211638934939872
136,0.1186666666666666,0.6356460823440437,-95.21517136177889,1.1243440480632225,1.184436035430351
137,0.1193333333333333,0.6817162505959076,-94.79508620426375,1.0922407985389226,1.1621722454986065
138,0.12,0.5450193402693413,-94.37376806718937,1.1392829131603777,1.1442325595209866
139,0.1206666666666666,3.213412701279856,-93.95123894940829,1.2559520002222246,1.1316857925166315
140,0.1213333333333333,-0.6702600592968688,-93.52752075099689,1.0997569808403265,1.1004034833334073
141,0.122,1.3095118930440606,-93.10263527342316,1.1518730477506618,1.0850571460338556
142,0.1226666666666666,2.6917417613819357,-92.67660421971448,1.1509603270129452,1.067690716011212
143,0.1233333333333333,1.083511870926085,-92.24944919462533,0.9058941588517311,1.0357078265802317
144,0.124,-1.6739954633665894,-91.82119170480507,0.6542586580654979,1.003294700750139
145,0.1246666666666666,1.0216613784020234,-91.39185315896577,0.76567052178134,0.9949771863970968
146,0.1253333333333333,2.317587689253922,-90.9614548680499,0.8679093538272189,0.9864195143160102
147,0.126,0.9864869365260366,-90.53001804539807,0.7534095936178409,0.9658813286604825
148,0.1266666666666666,-0.1879567359963049,-90.09756380691681,0.6006023612430362,0.9451576925341647
149,0.1273333333333333,0.18112452012585356,-89.66411317124647,0.5917300558463575,0.9346320862646211
150,0.128,0.6394251436027825,-89.2296870599287,0.6902201666807853,0.9308880480903265
151,0.1286666666666666,1.0051598941760986,-88.79430629757451,0.820253934314883,0.9297671760564198
152,0.1293333333333333,1.4570884823643184,-88.35799161203175,0.9133440499797423,0.9279677695594359
153,0.13,0.8504819041481697,-87.9207636345532,0.9071800519341622,0.9214062766472082
154,0.1306666666666666,0.5914608907914648,-87.48264289996396,0.8897540269447924,0.9154831030874718
155,0.1313333333333333,1.069834721428189,-87.04364984682951,0.9075034878193603,0.9124761294383995
156,0.132,0.5792476541191263,-86.60380481762331,0.9068146979373105,0.908052928461419
157,0.1326666666666666,1.292095997322485,-86.16312805889466,0.9453593087578884,0.9065889749535192
158,0.1333333333333333,0.9441197850455311,-85.72163972143636,0.9316320663775406,0.9016554582442987
159,0.134,0.6914093516623488,-85.27935986045253,0.9096566559771129,0.896339762593867
160,0.1346666666666666,1.2943635325282536,-84.83630843572638,0.9143541399128645,0.8928684406418191
161,0.1353333333333333,0.08632550462656353,-84.39250531178794,0.8759216781182875,0.8857836628627933
162,0.1359999999999999,1.0269960024122438,-83.94797025808185,0.9393435960921401,0.8858940085078936
163,0.1366666666666666,1.7065798311173423,-83.50272294913509,0.9659591873921132,0.8847344362078546
164,0.1373333333333333,0.8766590938175384,-83.0567829647248,0.8483010204485779,0.8761782553536303
165,0.1379999999999999,1.1916795816970203,-82.61016979004594,0.6894868088405692,0.8676177469532308
166,0.1386666666666666,-0.7182565483492148,-82.16290281587916,0.47686034649964115,0.8561406820401372
167,0.1393333333333333,0.6555870490384141,-81.71500133875848,0.4650991413622738,0.8588331922005478
168,0.1399999999999999,0.9757005503812926,-81.26648456113911,0.4810775648570299,0.8633549176494175
169,0.1406666666666666,0.23030777592064017,-80.81737159156518,0.47886575164777395,0.8668655324037005
170,0.1413333333333333,-0.3347124431716967,-80.36768144483747,0.5667277388607492,0.8761051669663309
171,0.142,1.3994491407591154,-79.91743304218127,0.8190418905548771,0.8962421600202035
172,0.1426666666666666,1.5124024546929578,-79.46664521141406,1.0065695887316335,0.9118502902474259
173,0.1433333333333333,0.6545054462918198,-79.01533668711323,1.113755122060879,0.9220534509946385
174,0.144,1.2585012769463113,-78.56352611078398,1.264676881557354,0.9346645437841766
175,0.1446666666666666,1.1213509009307163,-78.11123203102699,1.3956726293700519,0.9443611059752555
176,0.1453333333333333,1.7226156107273543,-77.65847290370615,1.5145845866854937,0.9524647600117352
177,0.146,2.6455600851571095,-77.20526709211643,1.5267729142153172,0.9536370563917743
178,0.1466666666666666,1.0779690615650546,-76.7516328671515,1.3155605356334727,0.9395820455129255
179,0.1473333333333333,0.5184588050520091,-76.29758840747164,1.102862570899105,0.9242815514896074
180,0.148,0.9951373397945456,-75.84315179967138,0.985878357241364,0.9126334621842278
181,0.1486666666666666,0.6669676127999997,-75.38834103844735,0.9093193512867932,0.9002428379803552
182,0.1493333333333333,0.7029125437073658,-74.933174026766,0.9033502548612802,0.8899516908031059
183,0.15,1.2376720858693044,-74.4776685760313,0.9445481211047478,0.8813438959497182
184,0.1506666666666666,0.9521163987735536,-74.02184240625269,0.9442814671831679,0.8695291473870542
185,0.1513333333333333,0.8540570208864718,-73.56571314621257,0.9211162776482325,0.8569711135619118
186,0.152,1.7695768273910957,-73.10929833363431,0.8733625457284695,0.8444393065708483
187,0.1526666666666666,0.1968777976473518,-72.65261541534989,0.6888075662985772,0.8235812618924027
188,0.1533333333333333,0.365073452925885,-72.19568174746766,0.5800018212733418,0.8083635483921624
189,0.154,0.17471014075583055,-71.73851459554012,0.5437882706406634,0.7971354457511186
190,0.1546666666666666,0.8262546999704917,-71.28113113473171,0.5986321537378116,0.7915091708550325
191,0.1553333333333333,-0.020128202329611464,-70.82354844998653,0.6510058531480833,0.7855701861969072
192,0.156,1.7507524523953502,-70.36578353619609,0.7796897338608328,0.7868824870355206
193,0.1566666666666666,1.4409113342695545,-69.90785329836714,0.7422554177453851,0.7795199581858955
194,0.1573333333333333,-0.2634390430900972,-69.44977455178939,0.5848411561267735,0.7662049069515174
195,0.158,0.4229374514958855,-68.99156402220324,0.5509037233555185,0.762156651267514
196,0.1586666666666666,0.5799264752169664,-68.53323834596755,0.5723468695506247,0.7611613683814551
197,0.1593333333333333,0.5879687531544027,-68.07481407022749,0.6267545226282598,0.7617971995338767
198,0.16,0.6746692018964655,-67.6163076530822,0.7106596963378431,0.7639974867037136
199,0.1606666666666666,0.6748647951749476,-67.15773546375257,0.8118007624641401,0.7670017284368157
200,0.1613333333333333,1.255580619669147,-66.69911378274904,0.9246911181358085,0.7708352025692746
201,0.162,0.842444098710665,-66.24045880203931,0.9732734695855513,0.7703059679478347
202,0.1626666666666666,1.0091157221777447,-65.78178662521618,1.007533907322482,0.7691274901495292
203,0.1633333333333333,1.390166739744609,-65.32311326766519,1.0049625789543875,0.7657891182629698
204,0.164,0.8728590134470794,-64.86445465673253,0.9180866975540993,0.7568313477830757
205,0.1646666666666666,0.6256920842648139,-64.40582663189265,0.8193593113566923,0.7468293283122056
206,0.1653333333333333,0.7482213128875487,-63.94724494491615,0.7485114699953006,0.737917544037762
207,0.1659999999999999,0.3604441161510074,-63.488725260037455,0.691725839096972,0.7289130258436703
208,0.1666666666666666,1.164190013139572,-63.030283154122614,0.6875929321602132,0.7232247278368126
209,0.1673333333333333,0.5257256918556701,-62.571934116837056,0.62768805341258,0.71356774226223
210,0.1679999999999999,0.46669677600515996,-62.113693550813366,0.5898900398257244,0.7056013351413064
211,0.1686666666666666,0.3461922852678405,-61.65557677181897,0.5861486381883454,0.6997850690526082
212,0.1693333333333333,0.7502845433168669,-61.19759900892406,0.6256474875907142,0.6971511380179729
213,0.1699999999999999,0.7698737963834478,-60.73977540466916,0.6454389420563915,0.6940390063356475
214,0.1706666666666666,0.6395550332770464,-60.282121015233,0.6315186221861289,0.6902443615428919
215,0.1713333333333333,1.0962926847053167,-59.82465081060029,0.5939452581970879,0.6869059207045289
216,0.172,0.09959021332248813,-59.367379674729406,0.48251027555017656,0.6798829989901589
217,0.1726666666666666,0.12476833295834562,-58.91032240572024,0.4351976927724493,0.6780827123467978
218,0.1733333333333333,0.7386123709018604,-58.453493715981864,0.45592370305324087,0.6812622551179329
219,0.174,0.41377075017001086,-57.9969082324004,0.4654988310755618,0.6839256468470126
220,0.1746666666666666,0.10761596101097147,-57.54058049650665,0.5057559459489742,0.6890204326461853
221,0.1753333333333333,1.1325506194316588,-57.08452496464399,0.6145546242203135,0.6993478586900749
222,0.176,0.05504619775200908,-56.62875600813604,0.6636856555244337,0.7057764598872902
223,0.1766666666666666,1.5744051368748155,-56.173287913454445,0.7810165723306365,0.7180616334437231
224,0.1773333333333333,0.8166479402167509,-55.71813488238671,0.7806846138009427,0.7226397154692762
225,0.178,-0.08557649544473664,-55.26331103220383,0.772111201596289,0.726371723472102
226,0.1786666666666666,1.4456827090939603,-54.80883039582821,0.8819366685520396,0.7374112654451793
227,0.1793333333333333,0.6743726833350652,-54.3547069220012,0.9195241016954768,0.7420763644254176
228,0.18,1.247941048133623,-53.9009544754511,0.9736443117566043,0.747350796535469
229,0.1806666666666666,0.5512735203047453,-53.4475868370608,0.9757184062654072,0.7481199163811371
230,0.1813333333333333,1.5378894007985164,-52.99461770403556,1.0064161440970847,0.7506606537914927
231,0.182,1.1023910570941535,-52.54206069007073,0.9384968190307914,0.7461163324787851
232,0.1826666666666666,0.3618533414849957,-52.089929325519535,0.8302167666458417,0.7383655386445391
233,0.1833333333333333,1.1349880479079781,-51.63823705756094,0.7826896107865003,0.7340033545847291
234,0.184,0.6012489415464335,-51.18699725036724,0.704900680230294,0.7260323082850098
235,0.1846666666666666,0.049913613729729536,-50.73622318527194,0.6687263512756634,0.7191843122859376
236,0.1853333333333333,0.702462569547995,-50.28592806093748,0.7415989086583373,0.7183597525738714
237,0.186,1.4671680133671405,-49.836124993522944,0.8195856236296835,0.7176782675090381
238,0.1866666666666666,1.0810612870249066,-49.38682701685198,0.7841359004888149,0.7102513747314818
239,0.1873333333333333,0.4996763640819353,-48.9380470825803,0.6851949557135072,0.6994871927432847
240,0.188,0.2131652227513005,-48.48979806036378,0.6155792419317753,0.6905213082130398
241,0.1886666666666666,0.5111601183982034,-48.04209273802587,0.6229984975466003,0.6858516284519506
242,0.1893333333333333,0.9404734761983582,-47.59494382172562,0.6641739522848178,0.682754172281345
243,0.19,0.6127944458090265,-47.14836393612535,0.6748867716554375,0.6773372423754864
244,0.1906666666666666,0.4071480754265825,-46.70236562455828,0.6912010488410125,0.672501197638726
245,0.1913333333333333,0.3171464118686228,-46.2569613491966,0.7313285242202616,0.6700533310018747
246,0.192,2.2782423865589942,-45.8121634912189,0.7758924899673794,0.6707816266372227
247,0.1926666666666666,0.4845915554080875,-45.36798435097815,0.5594319122333491,0.6570427754332748
248,0.1933333333333333,0.07716560782646939,-44.924436148169406,0.31609297306433076,0.6448559852095537
249,0.194,-0.4711502303887774,-44.481531021997455,0.1312274943235292,0.6377784083822802
250,0.1946666666666666,-0.39149998078136805,-44.039281031344785,0.0862308964565483,0.6406811893039462
251,0.1953333333333333,0.9452747913834895,-43.59769815493922,0.15345110674287712,0.6528736007563801
252,0.1959999999999999,0.27796723755274355,-43.15679429152165,0.14297219329779887,0.66243440149317
253,0.1966666666666666,-0.2734745714517274,-42.71658126001387,0.13669891292707842,0.6754554067054237
254,0.1973333333333333,-0.12154733353023035,-42.277070799686314,0.21886951568678348,0.6970167817210918
255,0.1979999999999999,0.10464748305900294,-41.83827457032582,0.37121238681554647,0.7259452337740218
256,0.1986666666666666,1.478006226833889,-41.400204152403404,0.5410046956004306,0.7604653655833868
257,0.1993333333333333,0.7378121963279146,-40.96287104724192,0.5358956719998911,0.7885276296414974
258,0.1999999999999999,0.4707146547883191,-40.526286677184046,0.4510998432852736,0.8170463325994303
259,0.2006666666666666,-0.3528527822964168,-40.09046238575978,0.3467450597526801,0.8486820206576631
260,0.2013333333333333,0.4263571265129188,-39.65540943785436,0.3386117469212342,0.8911315219424827
261,0.2019999999999999,0.1254470990399366,-39.22113901987599,0.3218649585858562,0.9377639927861682
262,0.2026666666666666,1.2429257503044626,-38.78766223992369,0.30759493257847415,0.9917073156735698
263,0.2033333333333333,-0.16334889726292193,-38.354990127954835,0.14565892913547224,1.0433896726492935
264,0.204,0.38196631761179384,-37.923133635953164,0.017056022405463778,1.105932676754227
265,0.2046666666666666,-0.43946361878391704,-37.49210363809625,-0.11994117267568898,1.1749913780914425
266,0.2053333333333333,-0.9175808548240464,-37.06191093092376,-0.13473392535956175,1.2585801744005363
267,0.206,-0.2050262150268824,-36.63256623350456,0.0492134246956164,1.3617544199726512
268,0.2066666666666666,1.001099809623789,-36.20408018760497,0.33095866757534353,1.479029691259762
269,0.2073333333333333,0.7081690041980965,-35.77646335785643,0.5445582801899713,1.6006063314815964
270,0.208,0.2661906832804777,-35.349726231923015,0.7341739736358233,1.7302149076489823
271,0.2086666666666666,1.419496722463727,-34.92387922066963,0.9728348910423508,1.8729997018356848
272,0.2093333333333333,1.6320717819541304,-34.49893265832924,1.1321479328894504,2.0198660228367347
273,0.21,0.21444676174325963,-34.074896802671134,1.2145244932124988,2.170222492005728
274,0.2106666666666666,2.0994054685955468,-33.65178183516835,1.4276947107710631,2.3381809427470834
275,0.2113333333333333,0.9853233849070469,-33.22959786116563,1.5622019441950215,2.508288372755803
276,0.212,2.1254444263738272,-32.80835491004706,1.7677984085373195,2.692102487655161
277,0.2126666666666666,1.7314172721667875,-32.38806293540382,1.9182370734984102,2.8810165251060513
278,0.2133333333333333,3.0694260681420826,-31.96873181520209,2.07093455019166,3.0802769558333947
279,0.214,2.056184670044305,-31.550371351950673,2.091647755752254,3.27963504454996
280,0.2146666666666666,1.2407784239516906,-31.13299127286888,2.1679093514044623,3.4900041866370763
281,0.2153333333333333,1.9569301888474617,-30.716601230054067,2.4694770136104056,3.720616360588361
282,0.216,3.524594151874477,-30.301210800649685,2.9427701316434614,3.9671017100853136
283,0.2166666666666666,3.2717339747493317,-29.886829487012832,3.414974738070299,4.217569627606164
284,0.2173333333333333,3.455824994828035,-29.47346671688213,3.9534028303352846,4.476550066002725
285,0.218,5.334634917827157,-29.061131843545354,4.573969558414118,4.744717030039858
286,0.2186666666666666,4.370046066804068,-28.649834146007407,5.081574262021114,5.007574733086907
287,0.2193333333333333,7.448954819332286,-28.239582829157825,5.630226491766933,5.276170194130501
288,0.22,5.892597264371673,-27.830387023938755,5.902537970999278,5.5252105935472775
289,0.2206666666666666,5.23717045798849,-27.42225578751261,6.198885811519926,5.7709445129266355
290,0.2213333333333333,6.670878922193256,-27.015198103429825,6.730963615738982,6.021482398800437
291,0.222,7.4188295692362,-26.60922288179661,7.42895292002445,6.266175715963703
292,0.2226666666666666,7.198278252117492,-26.204338959442936,8.302193723112588,6.500495148447516
293,0.2233333333333333,10.135100461790763,-25.800555100089724,9.473389034957258,6.7285345329982995
294,0.224,10.11823774691684,-25.397879994517453,10.66890841660927,6.925914824189951
295,0.2246666666666666,13.028663929681356,-24.996322260733137,11.979093471238235,7.09456420907706
296,0.2253333333333333,13.827134185610362,-24.595890444138377,13.157956412578374,7.20980669647873
297,0.2259999999999999,14.748117953099591,-24.196593017697452,14.26252988156289,7.265493236478216
298,0.2266666666666666,14.755654918887945,-23.798438382104393,15.397083998036596,7.25383615402811
299,0.2273333333333333,16.901567715548378,-23.401434865951515,16.80879043391699,7.174662702694265
300,0.2279999999999999,18.03725120932052,-23.005590725896425,18.494555602060153,7.007947106244734
301,0.2286666666666666,20.667611168431634,-22.610914146830424,20.58899244700043,6.74196777286752
302,0.2293333333333333,23.989274977259754,-22.217413242045907,23.072382995143993,6.3506576489302295
303,0.2299999999999999,26.084869695873312,-21.825096053404096,25.902636130388778,5.8005999690379735
304,0.2306666666666666,28.62245629045956,-21.43397055150311,29.286643102575873,5.0679838616041994
305,0.2313333333333333,31.869041741237794,-21.04404463584541,33.460694714191774,4.123377502310728
