,Time [s],Net Acceleration [m/s^2],Thrust Force [N]
906,0.6426666666666666,-6.62797589240119,-10.275187099598911
907,0.6433333333333333,-0.7223857814993929,-9.036492588401323
908,0.644,0.5937451541228421,-7.67391551505273
909,0.6446666666666666,1.3249416400038394,-6.507936575577896
910,0.6453333333333333,1.0648729039901228,-5.1372350081845966
911,0.646,0.7426948420442405,-3.4551793009518743
912,0.6466666666666666,-0.35305761927735635,-1.4713284171019176
913,0.6473333333333333,1.1598580929658748,0.2895926360554882
914,0.648,2.638935230683279,-0.8973840440180948
915,0.6486666666666666,2.2675717188869013,-0.3426615774911667
916,0.6493333333333333,0.5406735943819491,1.517024714361253
917,0.65,1.7735075658570225,2.9781849461109178
918,0.6506666666666666,0.32537807155007503,3.4006451659414254
919,0.6513333333333333,1.4631909435103292,3.7405426770554078
920,0.652,1.1728435343280303,3.7668898523044603
921,0.6526666666666666,1.4362208880971763,4.011336335253704
922,0.6533333333333333,1.4679693897717982,4.1560576805107825
923,0.654,1.5772861528192825,4.603377406959118
924,0.6546666666666666,1.865679938690744,4.766505215360649
925,0.6553333333333333,2.7159647112591703,4.482645631296057
926,0.656,1.4895809506525028,4.212124448519822
927,0.6566666666666666,1.624615439781206,4.250104474159205
928,0.6573333333333333,2.4820646603116296,4.242057861385567
929,0.658,1.4713148358319075,4.339502726139286
930,0.6586666666666666,2.4229089203748075,4.290410327891587
931,0.6593333333333333,1.5467023156946786,3.93285541275603
932,0.66,2.1320519721022895,4.043767946207103
933,0.6606666666666666,2.066123695196606,4.265384190636897
934,0.6613333333333333,1.0619375414355368,4.218069577157406
935,0.662,0.7646762590189311,4.329711621177237
936,0.6626666666666666,0.7516737368229712,4.136025062341427
937,0.6633333333333333,1.7288041615590335,4.1502297097857275
938,0.6639999999999999,0.8667384312929582,4.380608665688613
939,0.6646666666666666,1.1904553976897723,5.443613732706375
940,0.6653333333333333,-0.8135726608695029,5.776445324966434
941,0.6659999999999999,2.0524016294920187,5.82920180823221
942,0.6666666666666666,2.6991707477151063,6.7896434226035565
943,0.6673333333333333,1.3144271890443278,6.9588138330883895
944,0.6679999999999999,2.485913516578701,7.364014414475954
945,0.6686666666666666,1.6399282732824487,7.675846893721294
946,0.6693333333333333,1.5684956586763936,7.695877446621442
947,0.6699999999999999,2.9044985281305613,7.777812250722045
948,0.6706666666666666,8.387648365965864,8.135468064297827
949,0.6713333333333333,3.320379237276674,8.277859646037022
950,0.6719999999999999,2.7160004940735694,8.32331504090283
951,0.6726666666666666,6.882489062202152,9.630696573169201
952,0.6733333333333333,3.071887585906921,9.711372486508186
953,0.6739999999999999,4.3172380362386304,9.618166954551116
954,0.6746666666666666,2.7943402039096545,10.589261492116131
955,0.6753333333333333,0.875957108464192,11.186648130003626
956,0.6759999999999999,1.2068670929374232,12.526579550615315
957,0.6766666666666666,3.7157809036467273,14.172205123748743
958,0.6773333333333333,1.6578027742884827,15.667670382852178
959,0.6779999999999999,1.4429853691664847,16.303049021061483
960,0.6786666666666666,6.449658073943665,18.329814265432187
961,0.6793333333333333,2.500601148041929,20.38076264588271
962,0.6799999999999999,2.181362236842498,21.91437359926442
963,0.6806666666666666,6.709396842183298,24.213171817657948
964,0.6813333333333333,5.804728171509233,26.531669042341413
965,0.6819999999999999,9.08399172112516,29.512825202028402
966,0.6826666666666666,10.71085995386211,32.06844736426012
967,0.6833333333333333,11.212638856482979,34.419741390734394
968,0.6839999999999999,11.9175296893509,35.48931828896822
969,0.6846666666666666,14.580186150447243,38.41233094913541
970,0.6853333333333333,14.110158163243153,41.59573443326765
971,0.6859999999999999,15.40254991432275,44.54800350506974
972,0.6866666666666666,15.842988799204297,48.69570266932448
973,0.6873333333333334,17.197778173368988,53.09227076013075
974,0.688,19.356318868837366,57.45704391138584
975,0.6886666666666666,15.07385800975154,62.445814962005905
976,0.6893333333333334,14.26961168446116,-81.4923268922921
977,0.69,9.657874782723546,-77.16299802969046
978,0.6906666666666667,17.89676199743952,-73.53660687613225
979,0.6913333333333334,19.128560281012255,-70.39528492682851
980,0.692,22.85115291728858,-68.19296322087683
981,0.6926666666666667,25.543374282790523,-66.2844375030661
982,0.6933333333333334,26.606740519099546,-64.48314721116658
983,0.694,30.95813657137825,-62.45751310782184
984,0.6946666666666667,33.52012289717623,-62.07618151323742
985,0.6953333333333334,-790.5723519138636,-61.471826422369666
986,0.696,34.76268696831564,-59.956167763432354
987,0.6966666666666667,31.35925637625074,-59.475259769962555
988,0.6973333333333334,29.36931829659391,-56.49831921856698
989,0.698,26.815306739067776,-56.83118658037851
990,0.6986666666666667,24.71307881774717,-57.5070918026084
991,0.6993333333333334,25.409718202653348,-59.04844795326479
992,0.7,27.096511595564035,-61.126652639644696
993,0.7006666666666667,19.316287032171264,-63.36981443612191
994,0.7013333333333334,22.713847151436067,-66.34190621849899
995,0.702,23.494183892736554,-69.75474938679845
996,0.7026666666666667,16.941322759293364,75.29028936399686
997,0.7033333333333333,26.19643340158788,71.53912124584926
998,0.704,16.04749887626435,69.04009922457824
999,0.7046666666666667,15.373531268623939,66.91510164732296
1000,0.7053333333333333,14.288063191419743,65.3839619315308
1001,0.706,13.997792691791037,64.40405521993641
1002,0.7066666666666667,14.144730538670613,63.363235264592376
1003,0.7073333333333333,14.446515558172269,62.85997960233172
1004,0.708,14.559883073290283,63.31246553763207
1005,0.7086666666666667,15.233418923888074,63.7095050352016
1006,0.7093333333333333,13.92286408971783,64.06150611473346
1007,0.71,17.475800702522832,66.13729698876276
