1,0.7
2,0.3
3,0.4
4,0.4
5,0.4
6,0.7
7,0.5
8,0.3
9,0.6
10,0.4
11,0.5
12,0.4
13,0.5
14,0.5
15,0.6
16,0.8
17,0.7
18,0.4
19,0.5
20,0.4
21,0.5
22,0.4
23,0.4
24,0.2
25,0.3
26,0.5
27,0.5
28,0.5
29,0.6
30,0.5
31,0.6
32,0.4
33,0.7
34,0.3
35,0.7
36,0.5
37,0.3
38,0.5
39,0.4
40,0.4
41,0.6
42,0.5
43,0.4
44,0.5
45,0.4
46,1
47,0.6
48,0.5
49,0.4
50,0.6
51,0.3
52,0.5
53,0.4
54,0.3
55,0.6
56,0.5
57,0.4
58,0.4
59,0.6
60,0.6
61,0.5
62,0.3
63,0.4
64,0.4
65,0.2
66,0.3
67,0.3
68,0.1
69,0.4
70,0.4
71,0.6
72,0.3
73,0.4
74,0.6
75,0.5
76,0.6
77,0.3
78,0.6
79,0.4
80,0.5
81,0.4
82,0.4
83,0.6
84,0.6
85,0.3
86,0.6
87,0.5
88,0.4
89,0.5
90,0.4
91,0.6
92,0.3
93,0.4
94,0.5
95,0.7
96,0.2
97,0.3
98,0.2
99,0.3
100,0.3
