,id,mass,area,loading,span,chord,aspect
50,51,0.3,629.9615290966642,476.2481296758105,45.104956879486906,19.41453533000774,32.447932355248035
51,52,0.5,1218.344549955361,410.41756210779675,65.98214474239865,23.4428895555101,51.97074989712593
52,53,0.4,982.6980926872819,407.0670361291698,62.92853547517244,20.780493576462202,47.28944907258466
53,54,0.3,857.334177420664,349.94289030051306,52.99239358987894,20.725915582330376,41.36532227080832
54,55,0.6,812.9279116954792,738.1171089925277,53.70947042929159,20.49474036414344,39.665196887184614
55,56,0.5,1169.6442821199578,427.50604405444125,61.62621954840583,24.346188354492185,48.04219309771927
56,57,0.4,800.5695641587535,499.67425431711143,55.4383508630701,19.262910392692497,41.5601561673907
57,58,0.4,957.9813976138302,417.56969498196133,54.08738925693271,26.992702559737467,35.49038468799945
58,59,0.6,1374.290138787436,436.6152263374485,69.8166617178702,25.269625249639287,54.38506211353702
59,60,0.6,1211.7464491518547,495.1828003457217,63.84380889067778,25.913962273125176,46.760369424807394
60,61,0.5,1547.8306630955283,323.05213478584477,68.84133190807995,29.215817439448724,52.9792009517956
61,62,0.3,966.8835971106242,310.29381499133444,58.90199865392736,21.88805220320418,44.1740355941349
62,63,0.4,843.8237805372942,474.06106491249847,53.642884647953615,21.33102565456081,39.55851885429031
63,64,0.4,1226.094700105511,326.2586486717349,65.45668620891398,24.347778801445486,50.35755869577392
64,65,0.2,802.8736628520413,249.12014088181581,51.68383109977653,20.009116329158747,40.12539332794198
65,66,0.3,1045.327684441198,287.0085662759243,59.7980959230715,21.69026240443324,48.19340886477911
66,67,0.3,593.7243405567731,505.3153113423883,46.47395286216392,18.60586376018352,31.910603464018745
67,68,0.1,629.9615290966642,158.7493765586035,48.747370209565034,18.84516230402766,33.428288859153334
68,69,0.4,978.2993588182779,408.89733433251257,61.022645802540815,20.37266352198145,48.020199114500876
69,70,0.4,844.7663663663665,473.5321100917431,55.578320669913076,19.969545450296486,42.30273385385566
70,71,0.6,1022.7056245434624,586.7142857142858,58.480992855037655,22.72771741162549,44.99816704075776
71,72,0.3,948.031880529178,316.46404109589037,54.512459337389146,24.85667119756475,38.139937282593905
72,73,0.4,844.6616346075806,473.590824550527,50.11811900095896,22.53027503211219,37.4900720654183
73,74,0.6,1475.1468224981738,406.7635782747604,67.85694475603533,29.201686728537616,50.51580876855901
74,75,0.5,979.9750669588508,510.24767553703117,62.7067877142279,20.031335449218748,48.92210354337964
75,76,0.6,1233.321191461732,486.52046535326093,72.83543129310951,22.428351998543953,54.989380920265525
76,77,0.3,677.6144793442091,442.75618238021633,50.02547852112366,17.710400225665115,38.26082249469669
77,78,0.6,1138.5389497605713,527.0228129886855,64.13131142006263,23.521067617605397,48.40507107374585
78,79,0.4,789.4679977274574,506.70071637038996,52.21334693152625,20.846627189017628,37.87029866123202
79,80,0.5,838.6919243567893,596.2022352647352,49.967566000448684,22.285337472176764,37.63424832152064
80,81,0.4,1079.4702378053728,370.5743669350927,58.587596446544204,25.76899416811831,41.890274442333705
81,82,0.4,1199.7022968914862,333.43605412483635,63.01222336227829,24.8964009465398,48.187780212393534
82,83,0.6,1569.9290641993346,382.20580386924615,72.9129808580553,27.67511778135557,56.727096036316745
83,84,0.6,1518.6105023942862,395.121724137931,72.19999972506686,26.924786459433065,56.401951587706755
84,85,0.3,317.54669263858455,944.7996372031662,30.867886792432078,16.263297759734833,19.5253568697965
85,86,0.6,1455.6667153640128,412.2069933088712,73.94961707312781,25.879017831613346,56.248916587004175
86,87,0.5,1100.8355165976789,454.2277138236134,58.44160005036775,26.24622602033185,41.942621226568264
87,88,0.4,827.9045532018505,483.17647058823536,55.89845965961077,20.450609389296524,40.48312387381281
88,89,0.5,1235.62529015502,404.6776996101034,67.75159466717695,23.318892305391326,52.98816401623603
89,90,0.4,1222.0101615128642,327.349160095989,63.82063829576647,26.158541938850473,46.71553041333484
90,91,0.6,978.9277493709926,612.9522841553439,67.4564174892666,19.005024045652096,51.508892965328734
91,92,0.3,895.1423423423424,335.1623376623376,60.524987792968744,19.20102961084864,46.6194970001288
92,93,0.4,621.7924519113708,643.3400707427995,40.23303552576014,21.75613414317638,28.58009827570357
93,94,0.5,772.9203798392988,646.935975609756,41.54235221244193,27.857760798823726,27.745244329613698
94,95,0.7,480.5093093093094,1456.8749999999998,35.525420785165046,20.558092876812356,23.37324343209286
95,96,0.2,740.9771934096259,269.93003533568907,46.75718510258305,20.959896341959634,35.35214016904573
96,97,0.3,1100.3118578037497,272.66633352370076,58.74276540945242,25.80899277420731,42.63288642954585
97,98,0.2,739.7204123041961,270.3886450516778,47.78233727807397,20.438350203230573,36.19276531367354
98,99,0.3,1076.0140897654412,278.82348647070273,56.637418674778296,24.986426179903045,43.06394528045373
99,100,0.3,628.0763574385196,477.67758879439725,50.00364522848043,16.191312140387456,38.790948626816466
