,id,mass,area,loading,span,chord,aspect
0,1,0.7,1509.1846441035632,463.85444136016656,67.94701538085937,29.286507656337978,51.53173815782559
1,2,0.3,1014.1176203230258,295.8414231126717,55.52850179586325,24.146741767402165,41.9981142835624
2,3,0.4,1168.7016962908854,342.2806703109598,61.121899469049126,24.83221218349697,47.0639380678127
3,4,0.4,994.9517084652222,402.0536842105263,63.055163684192,20.82444822294218,47.77805864594718
4,5,0.4,1145.0323188052919,349.3560779292052,60.88932060722832,24.84776748794693,46.08189928373727
5,6,0.7,1522.2761139517897,459.86532507739935,74.06287225946649,27.060777530154667,56.25396802643494
6,7,0.5,1050.1453453453453,476.1531365313653,61.968094064523505,21.986914804819467,47.762287463594326
7,8,0.3,996.103757811866,301.19151508779305,58.66222699139569,22.38427863593574,44.50015003890812
8,9,0.6,1405.186007629251,427.0153536558098,67.63961742504222,27.797142248755097,50.55145579550296
9,10,0.4,833.769531693856,479.7776661223465,51.88749210941898,22.175329521110466,37.59896920134261
10,11,0.5,1109.4235208181155,450.71155480033985,63.453477244334174,22.89434771838489,48.458402679330895
11,12,0.4,1036.320753185618,386.00404244567966,59.29792392490146,22.279129317000102,46.515316574550916
12,13,0.5,1070.1491112734357,467.2526423957722,60.37811499243383,24.0136033754091,44.564286939514936
13,14,0.5,1110.785033682331,450.159108052046,61.567797246709596,25.140701280198655,44.182738631766355
14,15,0.6,1400.158883207532,428.5485077417906,68.96562071104307,26.242538837054827,53.354551246028386
15,16,0.8,1077.4803343884425,742.5174961119751,64.49352131061725,22.33357113674954,48.24487439966399
16,17,0.7,937.244509374239,746.9150184378144,65.60613584776182,19.61082371892156,47.7922051009992
17,18,0.4,922.0584043502963,433.83802816901414,58.83854837503518,20.29610733169693,45.430307855649495
18,19,0.5,931.9031896761627,536.568610923803,56.29438143893405,21.16045676566459,44.03984280662073
19,20,0.4,818.4786949111274,488.7408829174665,52.42303103885135,21.229999975256014,38.552929621529934
20,21,0.5,1066.483499715932,468.8586369439262,52.69406694291947,27.22951330236486,39.16645471673961
21,22,0.4,1109.8424478532588,360.4331414551288,55.92712611292933,26.886526695457665,41.27875870410442
22,23,0.4,778.994821848876,513.5130411400914,53.4502013885223,19.202139955812743,40.56812540901536
23,24,0.2,880.1657008359712,227.24357448833888,49.99745802320875,25.1795039958782,34.95564094431929
24,25,0.3,968.0356464572682,309.9245374878286,57.330169182854725,22.24192053992469,43.52302422444254
25,26,0.5,1223.8953331710088,408.5561783330481,65.76646547059755,23.922590004860815,51.160653295580715
26,27,0.5,1362.664913562211,366.95008070094536,68.59961190438484,26.243106230314787,51.924680775331595
27,28,0.5,1003.8539079620161,498.11032863849766,61.290231955588396,21.254933853836746,47.2292181601313
28,29,0.6,1002.2829315802288,598.6692789968653,55.828151778487474,24.81259085165488,40.394126416402884
29,30,0.5,848.955636717799,588.9942635085122,59.307777363545185,18.28280051291526,46.43466060454379
30,31,0.6,1223.1622108595081,490.5612638068328,66.0618172310494,24.9573599325644,49.010080159301
31,32,0.4,890.4294131969808,449.24841213832036,58.62562052408854,22.05077360685881,40.38086958182801
32,33,0.7,1539.4521223926631,454.7345057486903,69.93683735615498,29.29417881321263,52.551468747719944
33,34,0.3,826.0193815437059,363.20939520730315,57.6110375756616,18.990147867288673,43.49725906908597
34,35,0.7,1133.5118253388525,617.5868520742861,62.45760256105714,23.88106205570805,47.46488337472917
35,36,0.5,1177.8133593052512,424.54094789258403,60.99207290786881,25.908833038055143,45.45991544950201
36,37,0.3,844.0332440548657,355.45756297307355,57.40527808387,19.636546710589982,42.98277372770839
37,38,0.5,864.3512052593135,578.5032715376226,58.107452557538004,19.109597242200696,45.23126229738232
38,39,0.4,1291.5520493466438,309.72348361985087,68.17180786132812,24.830768385878553,52.014179717497555
39,40,0.4,932.7410437464491,428.86930159443074,56.78495139732017,21.48762270265871,43.408294005043146
40,41,0.6,1134.6638746854965,528.8226878345947,64.17020142701296,22.907336659474414,49.53277159857877
41,42,0.5,1328.522360198036,376.380567599527,63.960723327086846,27.048509614961638,49.11628696403945
42,43,0.4,945.4135865595325,423.12063808574277,57.49130188538147,21.889209685454496,43.1908506586131
43,44,0.5,1186.8202905608312,421.31905224144015,64.6080195246516,24.147801483429227,49.148171578901476
44,45,0.4,964.8936936936938,414.578313253012,51.31335647170607,26.100959379178985,36.96774818412996
45,46,1.0,1476.089408327246,677.506385696041,69.12173241967552,28.159486567866693,52.41890347573449
46,47,0.6,939.7580715850987,638.5005015045135,59.1981604773719,20.896405909082908,44.97223473136211
47,48,0.5,1248.1931012093175,400.6030793757341,64.33658557238878,25.671210486609656,48.622292348091136
48,49,0.4,915.8792305819334,436.7650085763293,55.94251381813943,23.20697616714615,39.46568583452648
49,50,0.6,973.0627708789872,616.64675492412,59.93700077641117,21.241695259712838,45.80909192895284
