,time,aYSmooth,ThrustAccelerationIn/s^2,Thrust Force lb*ft/s^2
532,0.382666667,201.0949074,184.9936526,0.000422536
533,0.383333333,210.0005461,176.0880139,0.000402195
534,0.384,-134.887694,520.976254,0.001189941
535,0.384666667,-130.7839464,516.8725064,0.001180567
536,0.385333333,-299.4307681,685.5193281,0.001565767
537,0.386,-184.3504056,570.4389656,0.001302916
538,0.386666667,-241.6311102,627.7196702,0.001433749
539,0.387333333,-133.212215,519.300775,0.001186114
540,0.388,-118.8024638,504.8910238,0.001153201
541,0.388666667,-117.8163629,503.9049229,0.001150949
542,0.389333333,-83.57894699,469.667507,0.001072748
543,0.39,-50.56501385,436.6535738,0.000997343
544,0.390666667,-68.94917883,455.0377388,0.001039333
545,0.391333333,11.64165495,374.446905,0.000855259
546,0.392,-29.19017472,415.2787347,0.000948521
547,0.392666667,-33.63696206,419.7255221,0.000958678
548,0.393333333,56.00986194,330.0786981,0.000753919
549,0.394,-39.52050278,425.6090628,0.000972116
550,0.394666667,28.09452373,357.9940363,0.00081768
551,0.395333333,-13.76802812,399.8565881,0.000913296
552,0.396,12.02256923,374.0659908,0.000854389
553,0.396666667,-23.87610802,409.964668,0.000936384
554,0.397333333,-92.95339247,479.0419525,0.00109416
555,0.398,63.66775232,322.4208077,0.000736428
556,0.398666667,-84.41611284,470.5046728,0.00107466
557,0.399333333,-134.4496354,520.5381954,0.00118894
558,0.4,-299.83231,685.92087,0.001566684
559,0.400666667,-131.0255513,517.1141113,0.001181119
560,0.402,-84.04848961,470.1370496,0.001073821
561,0.404,-189.4716366,575.5601966,0.001314613
562,0.404666667,-220.4163456,606.5049056,0.001385293
563,0.405333333,-173.7808658,559.8694258,0.001278775
564,0.406,-137.7548011,523.8433611,0.001196489
565,0.406666667,-104.4634255,490.5519855,0.00112045
566,0.407333333,-104.3462311,490.4347911,0.001120182
567,0.408,-56.34333131,442.4318913,0.001010541
568,0.408666667,-21.435052,407.523612,0.000930808
569,0.409333333,486.2755206,-100.1869606,-0.000228833
570,0.41,599.2253582,-213.1367982,-0.000486817
571,0.410666667,585.6981328,-199.6095728,-0.00045592
572,0.411333333,544.1186798,-158.0301198,-0.00036095
573,0.412,597.312479,-211.223919,-0.000482448
574,0.412666667,615.6313841,-229.5428241,-0.000524289
575,0.413333333,637.9504687,-251.8619087,-0.000575267
576,0.414,730.6058142,-344.5172542,-0.000786898
577,0.414666667,678.6899644,-292.6014044,-0.000668319
578,0.415333333,730.2684602,-344.1799002,-0.000786127
579,0.416,833.2206431,-447.1320831,-0.001021276
580,0.416666667,882.8371485,-496.7485885,-0.001134603
581,0.417333333,930.532875,-544.444315,-0.001243543
582,0.418,1057.400655,-671.3120954,-0.001533316
583,0.418666667,1095.263798,-709.1752384,-0.001619798
584,0.419333333,1187.815991,-801.7274313,-0.001831193
585,0.42,1239.968559,-853.8799993,-0.001950312
586,0.420666667,1310.390468,-924.301908,-0.00211116
587,0.421333333,1468.409783,-1082.321223,-0.002472086
588,0.422,1685.322726,-1299.234166,-0.002967528
589,0.422666667,1931.197155,-1545.108595,-0.003529119
590,0.423333333,1984.057157,-1597.968597,-0.003649855
591,0.424,2201.156924,-1815.068364,-0.004145723
592,0.424666667,2403.714902,-2017.626342,-0.004608378
593,0.425333333,2620.553453,-2234.464893,-0.00510365
594,0.426,2888.782049,-2502.693489,-0.0057163
595,0.426666667,3159.8616,-2773.77304,-0.006335462
596,0.427333333,3491.999041,-3105.910481,-0.007094083
597,0.428,3743.401672,-3357.313112,-0.007668302
598,0.428666667,4129.975549,-3743.886989,-0.008551259
599,0.429333333,4551.636485,-4165.547925,-0.009514358
600,0.43,4974.746224,-4588.657664,-0.010480765
601,0.430666667,5557.583641,-5171.495081,-0.011812
602,0.431333333,6037.787634,-5651.699074,-0.012908815
603,0.432,6705.149418,-6319.060858,-0.014433108
604,0.432666667,7221.864387,-6835.775827,-0.015613316
605,0.433333333,8016.130068,-7630.041508,-0.017427466
606,0.434,8623.827641,-8237.739081,-0.018815483
607,0.434666667,9652.909987,-9266.821427,-0.021165968
608,0.435333333,-44695.29761,45081.38617,0.10296855
609,0.436,-44443.98073,44830.06929,0.102394527
610,0.436666667,-43716.74188,44102.83044,0.100733471
611,0.437333333,11113.57389,-10727.48533,-0.02450221
612,0.438,-43779.68728,44165.77584,0.100877242
613,0.438666667,-44656.5339,45042.62246,0.102880011
614,0.439333333,9817.001518,-9430.912958,-0.021540762
615,0.44,8966.29013,-8580.20157,-0.019597687
616,0.440666667,8194.405466,-7808.316906,-0.017834657
617,0.441333333,7572.378391,-7186.289831,-0.016413911
618,0.442,6945.653149,-6559.564589,-0.014982433
619,0.442666667,6487.748689,-6101.660129,-0.013936552
620,0.443333333,5975.164093,-5589.075533,-0.012765779
621,0.444,5627.343129,-5241.254569,-0.011971335
622,0.444666667,5292.481673,-4906.393113,-0.011206492
623,0.445333333,4957.714862,-4571.626302,-0.010441865
624,0.446,4638.728661,-4252.640101,-0.009713281
625,0.446666667,4364.506148,-3978.417588,-0.009086941
626,0.447333333,4156.705419,-3770.616859,-0.008612312
627,0.448,3988.220398,-3602.131838,-0.008227482
628,0.448666667,3788.359043,-3402.270483,-0.007770987
629,0.449333333,3706.631408,-3320.542848,-0.007584316
630,0.45,3626.085188,-3239.996628,-0.007400344
631,0.450666667,3629.582952,-3243.494392,-0.007408333
632,0.451333333,3505.737356,-3119.648796,-0.007125462
633,0.452,3519.51513,-3133.42657,-0.007156931
634,0.452666667,3579.02563,-3192.93707,-0.007292857
635,0.453333333,-49345.99035,49732.07891,0.113591007
636,0.454,3263.196052,-2877.107492,-0.006571484
637,0.454666667,1541.219293,-1155.130733,-0.002638387
638,0.456,2735.778302,-2349.689742,-0.00536683
639,0.456666667,2471.432872,-2085.344312,-0.00476305
640,0.457333333,2272.748195,-1886.659635,-0.004309242
641,0.458,1900.865886,-1514.777326,-0.003459841
642,0.458666667,1709.384681,-1323.296121,-0.003022487
643,0.459333333,1546.290998,-1160.202438,-0.002649971
644,0.46,699.916309,-313.827749,-0.000716801
645,0.461333333,1273.647375,-887.5588153,-0.002027237
646,0.462,1196.824372,-810.7358115,-0.001851768
647,0.462666667,1053.159817,-667.0712571,-0.00152363
648,0.463333333,934.1557629,-548.0672029,-0.001251818
649,0.464,839.4860865,-453.3975265,-0.001035587
650,0.464666667,770.7919432,-384.7033832,-0.000878685
651,0.465333333,713.230771,-327.142211,-0.000747212
652,0.466,619.9934196,-233.9048596,-0.000534253
653,0.466666667,615.3610091,-229.2724491,-0.000523672
654,0.467333333,549.5590168,-163.4704568,-0.000373376
655,0.468,471.3521279,-85.26356789,-0.000194747
656,0.468666667,766.3125226,-380.2239626,-0.000868454
657,0.469333333,729.4060414,-343.3174814,-0.000784157
658,0.47,683.2284525,-297.1398925,-0.000678685
659,0.470666667,609.4760808,-223.3875208,-0.00051023
660,0.471333333,519.2416248,-133.1530648,-0.000304129
661,0.472,477.9039259,-91.81536593,-0.000209712
662,0.472666667,443.021026,-56.932466,-0.000130037
663,0.473333333,343.3094278,42.77913215,9.77E-05
664,0.474,389.8226335,-3.734073471,-8.53E-06
665,0.474666667,337.89234,48.19621998,0.000110083
666,0.475333333,319.2101104,66.87844959,0.000152754
667,0.476,253.3496289,132.7389311,0.000303184
668,0.476666667,227.0150063,159.0735537,0.000363333
669,0.477333333,209.1338353,176.9547247,0.000404175
670,0.478,193.3477014,192.7408586,0.000440232
671,0.478666667,181.278,204.81056,0.000467799
672,0.479333333,204.3153346,181.7732254,0.000415181
673,0.48,185.0084643,201.0800957,0.000459279
674,0.480666667,174.7702056,211.3183544,0.000482664
675,0.481333333,200.9030157,185.1855443,0.000422975
676,0.482,97.38939205,288.6991679,0.000659406
677,0.482666667,139.3011087,246.7874513,0.000563677
678,0.483333333,100.9516336,285.1369264,0.00065127
679,0.484,73.75709468,312.3314653,0.000713384
680,0.484666667,90.90773557,295.1808244,0.00067421
681,0.485333333,113.9895969,272.0989631,0.00062149
682,0.486,97.45646498,288.632095,0.000659253
683,0.486666667,122.0511477,264.0374123,0.000603077
684,0.487333333,84.77623351,301.3123265,0.000688215
685,0.488,66.91756623,319.1709938,0.000729005
686,0.488666667,145.1470015,240.9415585,0.000550325
687,0.489333333,140.7810919,245.3074681,0.000560297
688,0.49,115.4259988,270.6625612,0.000618209
689,0.490666667,171.0790711,215.0094889,0.000491094
690,0.491333333,152.7872114,233.3013486,0.000532874
691,0.492,111.247727,274.840833,0.000627753
692,0.492666667,174.7643641,211.3241959,0.000482677
693,0.493333333,142.6957796,243.3927804,0.000555923
694,0.494,29.11955949,356.9690005,0.000815338
695,0.494666667,125.8661653,260.2223947,0.000594363
696,0.495333333,143.1276023,242.9609577,0.000554937
697,0.496,203.4481275,182.6404325,0.000417162
698,0.496666667,197.6047242,188.4838358,0.000430508
699,0.497333333,249.5147482,136.5738118,0.000311943
700,0.498,291.7669794,94.32158064,0.000215436
701,0.498666667,307.7606834,78.32787662,0.000178905
702,0.499333333,482.201176,-96.11261599,-0.000219527
703,0.5,463.4727878,-77.38422778,-0.00017675
704,0.500666667,493.8892188,-107.8006588,-0.000246223
705,0.501333333,565.7531278,-179.6645678,-0.000410364
706,0.502,690.7583175,-304.6697575,-0.000695884
707,0.502666667,723.7276632,-337.6391032,-0.000771188
708,0.503333333,800.3194493,-414.2308893,-0.000946128
709,0.504,797.8459463,-411.7573863,-0.000940478
710,0.504666667,1008.549717,-622.4611567,-0.001421738
711,0.505333333,1170.338607,-784.2500472,-0.001791273
712,0.506,1303.114213,-917.0256533,-0.002094541
713,0.506666667,1392.752633,-1006.664073,-0.00229928
714,0.507333333,1544.211785,-1158.123225,-0.002645222
715,0.508,1635.766591,-1249.678031,-0.002854338
716,0.508666667,1779.881899,-1393.793339,-0.003183506
717,0.509333333,1953.642501,-1567.553941,-0.003580386
718,0.51,2193.927259,-1807.838699,-0.00412921
719,0.510666667,2380.195649,-1994.107089,-0.004554658
720,0.511333333,2590.784377,-2204.695817,-0.005035656
721,0.512,2883.264749,-2497.176189,-0.005703698
722,0.512666667,3159.330672,-2773.242112,-0.006334249
723,0.513333333,3490.971801,-3104.883241,-0.007091737
724,0.514,3762.544045,-3376.455485,-0.007712024
725,0.514666667,4164.939656,-3778.851096,-0.008631119
726,0.515333333,4503.151598,-4117.063038,-0.009403615
727,0.516,5208.321435,-4822.232875,-0.011014265
728,0.516666667,5206.877804,-4820.789244,-0.011010967
729,0.517333333,5976.560485,-5590.471925,-0.012768968
730,0.518,6464.010009,-6077.921449,-0.013882332
731,0.518666667,7159.262037,-6773.173477,-0.015470328
732,0.519333333,7917.629889,-7531.541329,-0.017202485
733,0.52,8711.27249,-8325.18393,-0.019015212
734,0.520666667,9562.783262,-9176.694702,-0.020960113
735,0.521333333,10431.1682,-10045.07964,-0.022943555
736,0.522,11304.79393,-10918.70537,-0.024938968
737,0.522666667,12580.06934,-12193.98078,-0.027851773
738,0.523333333,-33272.65457,33658.74313,0.076878558
739,0.524,-6451.143824,6837.232384,0.015616643
740,0.527333333,-31400.39031,31786.47887,0.072602196
741,0.528,-31061.99375,31448.08231,0.071829278
742,0.528666667,-15375.62878,15761.71734,0.036000694
743,0.53,-31116.18682,31502.27538,0.071953058
744,0.530666667,15001.70162,-14615.61306,-0.033382924
745,0.531333333,-31607.58013,31993.66869,0.07307543
746,0.532,14126.27329,-13740.18473,-0.031383394
747,0.532666667,13663.54448,-13277.45592,-0.030326494
748,0.533333333,13320.49374,-12934.40518,-0.029542946
749,0.534,-33274.14683,33660.23539,0.076881966
750,0.534666667,-34015.7447,34401.83326,0.07857582
751,0.535333333,11809.83924,-11423.75068,-0.026092522
752,0.536,11090.76792,-10704.67936,-0.02445012
753,0.536666667,-35688.62808,36074.71664,0.082396784
754,0.537333333,9534.380643,-9148.292083,-0.02089524
755,0.538,8727.412527,-8341.323967,-0.019052077
756,0.538666667,7944.972172,-7558.883612,-0.017264937
757,0.539333333,7284.118114,-6898.029554,-0.015755507
758,0.54,6662.434939,-6276.346379,-0.014335546
759,0.540666667,6040.456703,-5654.368143,-0.012914911
760,0.541333333,5567.350406,-5181.261846,-0.011834308
761,0.542,5107.641699,-4721.553139,-0.010784306
762,0.542666667,4681.729767,-4295.641207,-0.009811498
763,0.543333333,4286.642869,-3900.554309,-0.008909097
764,0.544,3948.74341,-3562.65485,-0.008137314
765,0.544666667,3586.916188,-3200.827628,-0.007310879
766,0.545333333,3372.351513,-2986.262953,-0.006820801
767,0.546,3091.709613,-2705.621053,-0.006179798
768,0.546666667,2847.685114,-2461.596554,-0.005622432
769,0.547333333,2662.53728,-2276.44872,-0.005199543
770,0.548,2461.506971,-2075.418411,-0.004740378
771,0.548666667,2324.502513,-1938.413953,-0.004427452
772,0.549333333,2174.958245,-1788.869685,-0.004085884
773,0.55,2042.525825,-1656.437265,-0.003783401
774,0.550666667,1968.194761,-1582.106201,-0.003613624
775,0.551333333,1861.338813,-1475.250253,-0.003369559
776,0.552,1814.769323,-1428.680763,-0.003263191
777,0.552666667,1726.571335,-1340.482775,-0.003061742
778,0.553333333,1733.511897,-1347.423337,-0.003077595
779,0.554,1694.960963,-1308.872403,-0.002989542
780,0.554666667,1713.876485,-1327.787925,-0.003032746
781,0.555333333,1696.143842,-1310.055282,-0.002992244
782,0.556,1751.855816,-1365.767256,-0.003119493
783,0.556666667,1826.081048,-1439.992488,-0.003289028
784,0.557333333,1800.316486,-1414.227926,-0.00323018
785,0.558,1902.694607,-1516.606047,-0.003464018
786,0.558666667,1970.843504,-1584.754944,-0.003619674
787,0.559333333,2055.655695,-1669.567135,-0.00381339
788,0.56,2224.906366,-1838.817806,-0.004199969
789,0.560666667,-41737.93004,42124.0186,0.096213747
790,0.561333333,2158.208243,-1772.119683,-0.004047626
791,0.562,1972.982238,-1586.893678,-0.003624559
792,0.562666667,1758.649352,-1372.560792,-0.00313501
793,0.563333333,1629.882473,-1243.793913,-0.002840899
794,0.564,1513.681547,-1127.592987,-0.002575489
795,0.564666667,1278.645839,-892.5572794,-0.002038654
796,0.565333333,1176.47309,-790.38453,-0.001805285
797,0.566,1090.792171,-704.7036105,-0.001609585
798,0.566666667,1057.327683,-671.2391233,-0.00153315
799,0.567333333,884.7459497,-498.6573897,-0.001138963
800,0.568,819.0991754,-433.0106154,-0.000989022
801,0.568666667,892.6386431,-506.5500831,-0.00115699
802,0.569333333,833.7777872,-447.6892272,-0.001022549
803,0.57,784.3921671,-398.3036071,-0.000909749
804,0.570666667,756.1738401,-370.0852801,-0.000845297
805,0.571333333,731.9030394,-345.8144794,-0.000789861
806,0.572,703.8969829,-317.8084229,-0.000725893
807,0.572666667,634.5464201,-248.4578601,-0.000567492
808,0.573333333,635.5014818,-249.4129218,-0.000569674
809,0.574,590.1992852,-204.1107252,-0.000466201
810,0.574666667,634.9517457,-248.8631857,-0.000568418
811,0.575333333,563.3288474,-177.2402874,-0.000404827
812,0.576,618.9570472,-232.8684872,-0.000531885
813,0.576666667,651.3322399,-265.2436799,-0.000605832
814,0.577333333,662.2052259,-276.1166659,-0.000630667
815,0.578,632.2554174,-246.1668574,-0.00056226
816,0.578666667,667.1481796,-281.0596196,-0.000641957
817,0.579333333,668.0580761,-281.9695161,-0.000644035
818,0.58,705.552384,-319.463824,-0.000729674
819,0.580666667,796.3465306,-410.2579706,-0.000937053
820,0.581333333,794.7071872,-408.6186272,-0.000933309
821,0.582,817.9866665,-431.8981065,-0.000986481
822,0.582666667,939.8369477,-553.7483877,-0.001264794
823,0.583333333,1001.015692,-614.9271324,-0.00140453
824,0.584,1084.287718,-698.1991584,-0.001594728
825,0.584666667,1150.754793,-764.6662332,-0.001746543
826,0.585333333,1212.016541,-825.9279811,-0.001886468
827,0.586,1269.78983,-883.7012699,-0.002018426
828,0.586666667,1371.301249,-985.2126891,-0.002250284
829,0.587333333,1578.197716,-1192.109156,-0.002722848
830,0.588,1700.508145,-1314.419585,-0.003002212
831,0.588666667,1882.128829,-1496.040269,-0.003417044
832,0.589333333,2012.592362,-1626.503802,-0.003715031
833,0.59,2272.678329,-1886.589769,-0.004309083
834,0.590666667,2319.24945,-1933.16089,-0.004415454
835,0.591333333,2562.007104,-2175.918544,-0.004969927
836,0.592,2863.335468,-2477.246908,-0.005658178
837,0.592666667,3293.201613,-2907.113053,-0.006640018
838,0.593333333,3491.02884,-3104.94028,-0.007091867
839,0.594,3765.319834,-3379.231274,-0.007718364
840,0.594666667,4029.604508,-3643.515948,-0.008322006
841,0.595333333,4479.265158,-4093.176598,-0.009349057
842,0.596,4904.122541,-4518.033981,-0.010319457
843,0.596666667,5448.074656,-5061.986096,-0.011561875
844,0.597333333,5939.411588,-5553.323028,-0.012684118
845,0.598,6646.417168,-6260.328608,-0.01429896
846,0.598666667,7216.841582,-6830.753022,-0.015601844
847,0.599333333,8051.281966,-7665.193406,-0.017507755
848,0.6,9107.769763,-8721.681203,-0.019920835
849,0.600666667,9674.361383,-9288.272823,-0.021214964
850,0.601333333,10926.22893,-10540.14037,-0.024074303
851,0.602,-29401.06849,29787.15705,0.068035627
852,0.602666667,-3927.853986,4313.942546,0.0098533
853,0.604,-3567.728402,3953.816962,0.009030752
854,0.605333333,-6506.00349,6892.09205,0.015741945
855,0.606,-1965.244516,2351.333076,0.005370584
856,0.608,-1886.644863,2272.733423,0.005191057
857,0.61,-5142.787547,5528.876107,0.01262828
858,0.610666667,-4624.093991,5010.182551,0.011443553
859,0.611333333,-4200.990624,4587.079184,0.01047716
860,0.612,-3823.408823,4209.497383,0.009614741
861,0.612666667,-3338.440488,3724.529048,0.008507044
862,0.613333333,-3068.946022,3455.034582,0.007891503
863,0.614,-2822.293471,3208.382031,0.007328134
864,0.614666667,-2637.577831,3023.666391,0.006906233
865,0.615333333,-2272.813137,2658.901697,0.006073089
866,0.616,-2095.349351,2481.437911,0.005667751
867,0.616666667,-1951.130181,2337.218741,0.005338346
868,0.617333333,-1772.45894,2158.5475,0.00493025
869,0.618,-1577.82,1963.90856,0.004485683
870,0.618666667,-1436.466634,1822.555194,0.004162824
871,0.619333333,-1311.005923,1697.094483,0.003876264
872,0.62,-1187.417143,1573.505703,0.00359398
873,0.620666667,-1096.072023,1482.160583,0.003385342
874,0.621333333,-976.3728899,1362.46145,0.003111942
875,0.622,-876.4625333,1262.551093,0.002883741
876,0.622666667,-774.8172637,1160.905824,0.002651577
877,0.623333333,-757.1958332,1143.284393,0.002611329
878,0.624,-643.1602665,1029.248827,0.002350865
879,0.624666667,-591.6938506,977.7824106,0.002233313
880,0.625333333,-599.8756773,985.9642373,0.002252001
881,0.626,-559.589457,945.678017,0.002159984
882,0.626666667,-451.9663089,838.0548689,0.001914167
883,0.627333333,-451.8981957,837.9867557,0.001914011
884,0.628,-380.7672438,766.8558038,0.001751544
885,0.628666667,-387.4634077,773.5519677,0.001766838
886,0.629333333,-348.3962556,734.4848156,0.001677607
887,0.63,-301.0274489,687.1160089,0.001569414
888,0.630666667,-292.0933684,678.1819284,0.001549008
889,0.631333333,-260.7346859,646.8232459,0.001477383
890,0.632,-253.5328938,639.6214538,0.001460933
891,0.632666667,-288.0021388,674.0906988,0.001539663
892,0.633333333,-233.611244,619.699804,0.001415431
893,0.634,-299.3334826,685.4220426,0.001565544
894,0.634666667,-272.2993503,658.3879103,0.001503797
895,0.635333333,-217.2099002,603.2984602,0.001377969
896,0.636,-249.644196,635.732756,0.001452051
897,0.636666667,-228.203349,614.291909,0.001403079
898,0.637333333,-242.2158545,628.3044145,0.001435084
899,0.638,-242.1975498,628.2861098,0.001435043
900,0.638666667,-321.7287557,707.8173157,0.001616697
901,0.639333333,-377.3690122,763.4575722,0.001743782
902,0.64,-327.3592657,713.4478257,0.001629557
903,0.640666667,321.7165765,64.37198354,0.000147029
904,0.641333333,-47.87840717,433.9669672,0.000991206
905,0.642,-299.8277874,685.9163474,0.001566673
906,0.642666667,-260.9439328,647.0324928,0.00147786
907,0.643333333,-28.4403851,414.5289451,0.000946809
908,0.644,23.37579347,362.7127665,0.000828457
909,0.644666667,52.16305669,333.9255033,0.000762706
910,0.645333333,41.92413008,344.1644299,0.000786092
911,0.646,29.23995441,356.8486056,0.000815063
912,0.646666667,-13.89990627,399.9884663,0.000913597
913,0.647333333,45.66370445,340.4248556,0.00077755
914,0.648,103.8950878,282.1934722,0.000644547
915,0.648666667,89.27447712,296.8140829,0.000677941
916,0.649333333,21.28636198,364.802198,0.00083323
917,0.65,69.82313251,316.2654275,0.000722369
918,0.650666667,12.8101603,373.2783997,0.00085259
919,0.651333333,57.60594266,328.4826173,0.000750274
920,0.652,46.1749423,339.9136177,0.000776383
921,0.652666667,56.54412945,329.5444305,0.000752699
922,0.653333333,57.79407046,328.2944895,0.000749844
923,0.654,62.09788003,323.99068,0.000740014
924,0.654666667,73.45196609,312.6365939,0.00071408
925,0.655333333,106.9277445,279.1608155,0.00063762
926,0.656,58.64491932,327.4436407,0.000747901
927,0.656666667,63.96123779,322.1273222,0.000735758
928,0.657333333,97.71908111,288.3694789,0.000658653
929,0.658,57.92578094,328.1627791,0.000749543
930,0.658666667,95.39011498,290.698445,0.000663972
931,0.659333333,60.89379196,325.194768,0.000742764
932,0.66,83.93905402,302.149506,0.000690127
933,0.660666667,81.34345257,304.7451074,0.000696056
934,0.661333333,41.80856462,344.2799954,0.000786356
935,0.662,30.10536453,355.9831955,0.000813087
936,0.662666667,29.59345421,356.4951058,0.000814256
937,0.663333333,68.06315597,318.025404,0.000726389
938,0.664,34.12356029,351.9649997,0.000803909
939,0.664666667,46.86832274,339.2202373,0.000774799
940,0.665333333,-32.03041972,418.1189797,0.000955008
941,0.666,80.80321376,305.2853462,0.00069729
942,0.666666667,106.2665649,279.8219951,0.00063913
943,0.667333333,51.74910193,334.3394581,0.000763651
944,0.668,97.87061089,288.2179491,0.000658307
945,0.668666667,64.56410525,321.5244548,0.000734381
946,0.669333333,61.75179759,324.3367624,0.000740804
947,0.67,114.3503358,271.7382242,0.000620666
948,0.670666667,330.2223766,55.86618339,0.000127602
949,0.671333333,130.723592,255.364968,0.000583269
950,0.672,106.9291533,279.1594067,0.000637617
951,0.672666667,270.9641363,115.1244237,0.000262951
952,0.673333333,120.9404561,265.1481039,0.000605614
953,0.674,169.9700014,216.1185586,0.000493628
954,0.674666667,110.0133939,276.0751661,0.000630572
955,0.675333333,34.48650033,351.6020597,0.00080308
956,0.676,47.51445248,338.5741075,0.000773323
957,0.676666667,146.2905868,239.7979732,0.000547713
958,0.677333333,65.26782576,320.8207342,0.000732774
959,0.678,56.8104476,329.2781124,0.000752091
960,0.678666667,253.9235462,132.1650138,0.000301873
961,0.679333333,98.4488641,287.6396959,0.000656986
962,0.68,85.88040303,300.208157,0.000685693
963,0.680666667,264.149482,121.939078,0.000278516
964,0.681333333,228.5326052,157.5559548,0.000359867
965,0.682,357.6374693,28.45109066,6.50E-05
966,0.682666667,421.6873998,-35.59883976,-8.13E-05
967,0.683333333,441.4424747,-55.35391466,-0.000126432
968,0.684,469.1940823,-83.10552226,-0.000189818
969,0.684666667,574.0230768,-187.9345168,-0.000429254
970,0.685333333,555.5180379,-169.4294779,-0.000386987
971,0.686,606.3996029,-220.3110429,-0.000503203
972,0.686666667,623.7397165,-237.6511565,-0.000542809
973,0.687333333,677.0778808,-290.9893208,-0.000664637
974,0.688,762.059798,-375.971238,-0.000858741
975,0.688666667,593.4589768,-207.3704168,-0.000473646
976,0.689333333,561.7957356,-175.7071756,-0.000401326
977,0.69,380.2312907,5.857269342,1.34E-05
978,0.690666667,704.596929,-318.508369,-0.000727492
979,0.691333333,753.0929244,-367.0043644,-0.00083826
980,0.692,899.6516897,-513.5631297,-0.001173009
981,0.692666667,1005.644657,-619.5560968,-0.001415103
982,0.693333333,1047.509469,-661.4209093,-0.001510724
983,0.694,1218.824274,-832.7357145,-0.001902018
984,0.694666667,1319.689878,-933.6013178,-0.002132401
985,0.695333333,-31124.89574,31510.9843,0.07197295
986,0.696,1368.609723,-982.5211632,-0.002244136
987,0.696666667,1234.616393,-848.5278328,-0.001938088
988,0.697333333,1156.272374,-770.1838139,-0.001759145
989,0.698,1055.720738,-669.6321778,-0.001529479
990,0.698666667,972.955859,-586.867299,-0.00134044
991,0.699333333,1000.382606,-614.2940464,-0.001403084
992,0.7,1066.791795,-680.7032351,-0.001554766
993,0.700666667,760.4837414,-374.3951814,-0.000855141
994,0.701333333,894.2459508,-508.1573908,-0.001160662
995,0.702,924.9678698,-538.8793098,-0.001230832
996,0.702666667,666.981211,-280.892651,-0.000641575
997,0.703333333,1031.355646,-645.2670857,-0.001473828
998,0.704,631.7912943,-245.7027343,-0.0005612
999,0.704666667,605.2571366,-219.1685766,-0.000500594
1000,0.705333333,562.5221729,-176.4336129,-0.000402985
1001,0.706,551.0942005,-165.0056405,-0.000376883
1002,0.706666667,556.8791551,-170.7905951,-0.000390096
1003,0.707333333,568.760455,-182.671895,-0.000417233
1004,0.708,573.223743,-187.135183,-0.000427428
1005,0.708666667,599.7409025,-213.6523425,-0.000487995
1006,0.709333333,548.1442555,-162.0556955,-0.000370145
1007,0.71,688.0236497,-301.9350897,-0.000689638
1008,0.710666667,691.487252,-305.398692,-0.000697549
1009,0.711333333,720.8257868,-334.7372268,-0.00076456
1010,0.712,758.6280568,-372.5394968,-0.000850902
1011,0.712666667,772.7316975,-386.6431375,-0.000883116
1012,0.713333333,956.7183782,-570.6298182,-0.001303352
1013,0.714,859.4526687,-473.3641087,-0.001081192
1014,0.714666667,981.0874857,-594.9989257,-0.001359013
1015,0.715333333,1001.958482,-615.8699221,-0.001406683
1016,0.716,1121.003712,-734.9151519,-0.00167859
1017,0.716666667,1064.527642,-678.4390818,-0.001549595
1018,0.717333333,-29631.69202,30017.78058,0.068562384
1019,0.718,1034.317356,-648.2287963,-0.001480593
1020,0.718666667,957.9438152,-571.8552552,-0.001306151
1021,0.719333333,810.6886419,-424.6000819,-0.000969812
1022,0.72,711.1171938,-325.0286338,-0.000742385
1023,0.720666667,578.9720898,-192.8835298,-0.000440557
1024,0.721333333,553.0166882,-166.9281282,-0.000381274
1025,0.722,1562.361255,-1176.272695,-0.002686676
1026,0.722666667,775.650793,-389.562233,-0.000889783
1027,0.723333333,725.3239884,-339.2354284,-0.000774834
1028,0.724,753.7513769,-367.6628169,-0.000839764
1029,0.724666667,664.8253558,-278.7367958,-0.000636651
1030,0.725333333,651.859095,-265.770535,-0.000607036
1031,0.726,574.7578967,-188.6693367,-0.000430932
1032,0.726666667,547.7980163,-161.7094563,-0.000369354
1033,0.727333333,615.5786252,-229.4900652,-0.000524169
1034,0.728,504.8600162,-118.7714562,-0.000271281
1035,0.728666667,453.9000154,-67.81145543,-0.000154885
1036,0.729333333,436.9433033,-50.8547433,-0.000116155
1037,0.73,369.0031919,17.08536808,3.90E-05
1038,0.730666667,376.3114072,9.777152757,2.23E-05
1039,0.731333333,328.7662931,57.32226691,0.000130927
1040,0.732,330.5877263,55.50083367,0.000126767
1041,0.732666667,265.2459588,120.8426012,0.000276012
1042,0.733333333,322.5215777,63.56698234,0.000145191
1043,0.734,241.3587469,144.7298131,0.000330571
1044,0.734666667,278.2352484,107.8533116,0.000246343
1045,0.735333333,269.0190807,117.0694793,0.000267394
1046,0.736,250.6804476,135.4081124,0.00030928
1047,0.736666667,242.5791626,143.5093974,0.000327784
1048,0.737333333,245.8128937,140.2756663,0.000320398
1049,0.738,285.6516822,100.4368778,0.000229404
1050,0.738666667,190.9109681,195.1775919,0.000445797
1051,0.739333333,160.85651,225.23205,0.000514443
1052,0.74,203.5081558,182.5804042,0.000417024
1053,0.740666667,225.3956429,160.6929171,0.000367032
1054,0.741333333,202.9445797,183.1439803,0.000418312
1055,0.742,213.6165508,172.4720092,0.000393936
